11,"You are given a 0-1 rectangular matrix. What is the number of       squares in it? A square is a solid square frame (border) with       linewidth equal to 1. A square should be at least 2 × 2. We are only interested in two types       of squares:  Regardless of type, a square must contain at least one 1 and can't touch (by side or       corner) any foreign 1. Of       course, the lengths of the sides of each square should be equal. How many squares are in the given matrix?","The first line contains integer  t (1 ≤ t ≤ 10000), where  t is the number of test cases in the input. Then       test cases follow. Each case starts with a line containing       integers  n and  m (2 ≤ n, m ≤ 250), where  n is the number of rows and  m is the number of columns. The following  n lines contain  m characters each (0 or 1). The total number of characters in all test cases doesn't exceed         106       for any input file.","You should output exactly  t lines, with the answer to the  i-th test case on the  i-th line.",
12,"The spring is coming and it means that a lot of fruits appear on       the counters. One sunny day little boy Valera decided to go       shopping. He made a list of  m fruits he wanted to buy. If Valera want to buy       more than one fruit of some kind, he includes it into the list       several times.  When he came to the fruit stall of Ashot, he saw that the seller       hadn't distributed price tags to the goods, but put all price tags       on the counter. Later Ashot will attach every price tag to some       kind of fruits, and Valera will be able to count the total price       of all fruits from his list. But Valera wants to know now what can       be the smallest total price (in case of the most «lucky» for him       distribution of price tags) and the largest total price (in case       of the most «unlucky» for him distribution of price tags).","The first line of the input contains two integer number  n and  m (1 ≤ n, m ≤ 100) — the number       of price tags (which is equal to the number of different kinds of       fruits that Ashot sells) and the number of items in Valera's list.       The second line contains  n space-separated positive integer numbers. Each       of them doesn't exceed 100 and       stands for the price of one fruit of some kind. The following          m lines contain names of the fruits from the list.       Each name is a non-empty string of small Latin letters which       length doesn't exceed 32. It is guaranteed that the number of       distinct fruits from the list is less of equal to  n. Also it is known that the seller has in stock       all fruits that Valera wants to buy.",Print two numbers  a and  b ( a ≤ b) — the minimum and the maximum       possible sum which Valera may need to buy all fruits from his list.,
13,"Little Petya likes to play very much. And most of all he likes to       play the following game: He is given a sequence of  N integer numbers. At each step it is allowed to       increase the value of any number by 1 or to decrease it by 1. The goal of the game is to make the       sequence non-decreasing with the smallest number of steps. Petya       is not good at math, so he asks for your help. The sequence  a is called non-decreasing if  a 1 ≤ a 2 ≤ ... ≤ a  N holds, where  N is the length of the sequence.",The first line of the input contains single integer  N (1 ≤ N ≤ 5000) — the length of the       initial sequence. The following  N lines contain one integer each — elements of the       sequence. These numbers do not exceed 109 by       absolute value.,Output one integer — minimum number of steps required to achieve       the goal.,
14,"Several months later Alex finally got his brother Bob's creation       by post. And now, in his turn, Alex wants to boast about something       to his brother. He thought for a while, and came to the conclusion       that he has no ready creations, and decided to write a program for       rectangles detection. According to his plan, the program detects       if the four given segments form a rectangle of a positive area and       with sides parallel to coordinate axes. As Alex does badly at       school and can't write this program by himself, he asks you to       help him.","The input data contain four lines. Each of these lines contains       four integers  x 1,  y 1,  x 2,  y 2 ( - 109 ≤ x 1, y 1, x 2, y 2 ≤ 109) — coordinates of segment's       beginning and end positions. The given segments can degenerate       into points.","Output the word «YES», if       the given four segments form the required rectangle, otherwise       output «NO».",
15,"There are  n stone quarries in Petrograd. Each quarry owns  m  i dumpers (1 ≤ i ≤ n). It is known that       the first dumper of the  i-th quarry has  x  i stones in it, the second dumper has          x  i + 1 stones in it, the third has  x  i + 2, and the  m  i-th dumper (the last for the  i-th quarry) has  x  i + m  i - 1 stones in it. Two oligarchs play a well-known game Nim. Players take turns       removing stones from dumpers. On each turn, a player can select       any dumper and remove any non-zero amount of stones from it. The       player who cannot take a stone loses. Your task is to find out which oligarch will win, provided that       both of them play optimally. The oligarchs asked you not to reveal       their names. So, let's call the one who takes the first stone         «tolik» and the other one         «bolik».","The first line of the input contains one integer number  n (1 ≤ n ≤ 105) — the amount of quarries. Then       there follow  n lines, each of them contains two space-separated       integers  x  i and  m  i (1 ≤ x  i, m  i ≤ 1016) —       the amount of stones in the first dumper of the  i-th quarry and the number of dumpers at the  i-th quarry.","Output «tolik» if the       oligarch who takes a stone first wins, and «bolik» otherwise.",
16,"Reca company makes monitors, the most popular of their models is       AB999 with the screen size  a × b centimeters. Because of some       production peculiarities a screen parameters are integer numbers.       Recently the screen sides ratio  x: y became popular with users. That's why       the company wants to reduce monitor AB999 size so that its screen       sides ratio becomes  x: y, at the same time they want its total       area to be maximal of all possible variants. Your task is to find       the screen parameters of the reduced size model, or find out that       such a reduction can't be performed.","The first line of the input contains 4 integers —  a,  b,  x and  y (1 ≤ a, b, x, y ≤ 2·109).","If the answer exists, output 2 positive integers — screen       parameters of the reduced size model. Output 0 0 otherwise.",
17,"Nick likes strings very much, he likes to rotate them, sort them,       rearrange characters within a string... Once he wrote a random       string of characters a,         b, c on a piece of paper and began       to perform the following operations:  To understand these actions better, let's take a look at a string         «abc». All of the       following strings can be obtained by performing one of the       described operations on «abc»: «bbc», «abb», «acc». Let's denote the frequency of a character       for each of the characters a, b and c as the number of occurrences of       this character in the string. For example, for string «abc»: | a| = 1, | b| = 1, | c| = 1, and for string «bbc»: | a| = 0, | b| = 2, | c| = 1.  While performing the described operations, Nick sometimes got         balanced strings.       Let's say that a string is balanced, if the frequencies of each       character differ by at most 1. That is  - 1 ≤ |a| - |b| ≤ 1,  - 1 ≤ |a| - |c| ≤ 1 и  - 1 ≤ |b| - |c| ≤ 1.  Would you help Nick find the number of different balanced strings       that can be obtained by performing the operations described above,       perhaps multiple times, on the given string  s. This number should be calculated modulo 51123987.","The first line contains integer  n (1 ≤ n ≤ 150) — the length of the       given string  s. Next line contains the given string  s. The initial string can be balanced as well, in       this case it should be counted too. The given string  s consists only of characters a, b and c.","Output the only number — the number of different balanced strings       that can be obtained by performing the described operations,       perhaps multiple times, on the given string  s, modulo 51123987.","In the first sample it is possible to get 51 different strings through the described       operations, but only 7 of them are       balanced: «abca», «bbca», «bcca», «bcaa», «abcc», «abbc», «aabc». In the second sample:         «abbc», «aabc», «abcc». In the third sample there       is only one balanced string — «ab» itself."
18,"Once Bob took a paper stripe of  n squares (the height of the stripe is 1 square).       In each square he wrote an integer number, possibly negative. He       became interested in how many ways exist to cut this stripe into       two pieces so that the sum of numbers from one piece is equal to       the sum of numbers from the other piece, and each piece contains       positive integer amount of squares. Would you help Bob solve this problem?",The first input line contains integer  n (1 ≤ n ≤ 105) — amount of squares in the       stripe. The second line contains  n space-separated numbers — they are the numbers       written in the squares of the stripe. These numbers are integer       and do not exceed 10000 in absolute value.,Output the amount of ways to cut the stripe into two non-empty       pieces so that the sum of numbers from one piece is equal to the       sum of numbers from the other piece. Don't forget that it's       allowed to cut the stripe along the squares' borders only.,
19,"Once Bob saw a string. It contained so many different letters,       that the letters were marked by numbers, but at the same time each       letter could be met in the string at most 10 times. Bob didn't       like that string, because it contained repeats: a repeat of length          x is such a substring of length 2x, that its first half coincides       character by character with its second half. Bob started deleting       all the repeats from the string. He does it as follows: while it's       possible, Bob takes the shortest repeat, if it is not unique, he       takes the leftmost one, and deletes its left half and everything       that is to the left of this repeat. You're given the string seen by Bob. Find out, what it will look       like after Bob deletes all the repeats in the way described above.",The first input line contains integer  n (1 ≤ n ≤ 105) — length of the string. The       following line contains  n space-separated integer numbers from 0 to 109 inclusive — numbers that stand       for the letters of the string. It's guaranteed that each letter       can be met in the string at most 10 times.,"In the first line output the length of the string's part, left       after Bob's deletions. In the second line output all the letters       (separated by a space) of the string, left after Bob deleted all       the repeats in the described way.",
20,You are given a weighted undirected graph. The vertices are       enumerated from 1 to  n. Your task is to find the shortest path between       the vertex 1 and the vertex  n.,"The first line contains two integers  n and  m (2 ≤ n ≤ 105, 0 ≤ m ≤ 105), where  n is the number of vertices and  m is the number of edges. Following  m lines contain one edge each in form  a  i,  b  i and  w  i (1 ≤ a  i, b  i ≤ n, 1 ≤ w  i ≤ 106),       where  a  i, b  i are edge endpoints and  w  i is the length of the edge. It is possible that the graph has loops and multiple edges       between pair of vertices.","Write the only integer -1       in case of no path. Write the shortest path in opposite case. If       there are many solutions, print any of them.",
21,"Once Bob took a paper stripe of n squares (the height of the       stripe is 1 square). In each square he wrote an integer number,       possibly negative. He became interested in how many ways exist to       cut this stripe into three pieces so that the sum of numbers from       each piece is equal to the sum of numbers from any other piece,       and each piece contains positive integer amount of squares. Would       you help Bob solve this problem?",The first input line contains integer  n (1 ≤ n ≤ 105) — amount of squares in the       stripe. The second line contains n space-separated numbers — they       are the numbers written in the squares of the stripe. These       numbers are integer and do not exceed 10000 in absolute value.,Output the amount of ways to cut the stripe into three non-empty       pieces so that the sum of numbers from each piece is equal to the       sum of numbers from any other piece. Don't forget that it's       allowed to cut the stripe along the squares' borders only.,
22,"Bob got a job as a system administrator in X corporation. His       first task was to connect  n servers with the help of  m two-way direct connection so that it becomes       possible to transmit data from one server to any other server via       these connections. Each direct connection has to link two       different servers, each pair of servers should have at most one       direct connection. Y corporation, a business rival of X       corporation, made Bob an offer that he couldn't refuse: Bob was       asked to connect the servers in such a way, that when server with       index  v fails, the transmission of data between some       other two servers becomes impossible, i.e. the system stops being       connected. Help Bob connect the servers.","The first input line contains 3 space-separated integer numbers          n,  m,  v (3 ≤ n ≤ 105, 0 ≤ m ≤ 105, 1 ≤ v ≤ n),          n — amount of servers,  m — amount of direct connections,  v — index of the server that fails and leads to       the failure of the whole system.","If it is impossible to connect the servers in the required way,       output -1. Otherwise output          m lines with 2 numbers each — description of all       the direct connections in the system. Each direct connection is       described by two numbers — indexes of two servers, linked by this       direct connection. The servers are numbered from 1. If the answer       is not unique, output any.",
23,"In 2N - 1 boxes there are       apples and oranges. Your task is to choose  N boxes so, that they will contain not less than       half of all the apples and not less than half of all the oranges.","The first input line contains one number  T — amount of tests. The description of each test       starts with a natural number  N — amount of boxes. Each of the following 2N - 1 lines contains numbers  a  i and  o  i — amount of apples and oranges in the          i-th box (0 ≤ a  i, o  i ≤ 109).       The sum of  N in all the tests in the input doesn't exceed         105. All the input numbers are integer.","For each test output two lines. In the first line output YES, if it's possible to choose          N boxes, or NO otherwise. If the answer is       positive output in the second line  N numbers — indexes of the chosen boxes. Boxes are       numbered from 1 in the input order. Otherwise leave the second       line empty. Separate the numbers with one space.",
24,"You are given the following points with integer coordinates on       the plane:  M 0, A 0, A 1, ..., A  n - 1, where  n is odd number. Now we define the following       infinite sequence of points  M  i:  M  i is symmetric to  M  i - 1 according        (for every natural number  i). Here point  B is symmetric to  A according  M, if  M is the center of the line segment  AB. Given index  j find the point  M  j.","On the first line you will be given an integer  n (1 ≤ n ≤ 105), which will be odd, and  j (1 ≤ j ≤ 1018), where  j is the index of the desired point. The next line       contains two space separated integers, the coordinates of  M 0. After that  n lines follow, where the  i-th line contain the space separated integer       coordinates of the point  A  i - 1. The absolute values of all input       coordinates will not be greater then 1000.","On a single line output the coordinates of  M  j, space separated.",
25,"There are  n cities numbered from 1 to  n in Berland. Some of them are connected by       two-way roads. Each road has its own length — an integer number       from 1 to 1000. It is known that from each city it is possible to       get to any other city by existing roads. Also for each pair of       cities it is known the shortest distance between them. Berland       Government plans to build  k new roads. For each of the planned road it is       known its length, and what cities it will connect. To control the       correctness of the construction of new roads, after the opening of       another road Berland government wants to check the sum of the       shortest distances between all pairs of cities. Help them — for a       given matrix of shortest distances on the old roads and plans of       all new roads, find out how the sum of the shortest distances       between all pairs of cities changes after construction of each road.","The first line contains integer  n (2 ≤ n ≤ 300) — amount of cities in       Berland. Then there follow  n lines with  n integer numbers each — the matrix of shortest       distances.  j-th integer in the  i-th row —  d  i, j, the shortest distance between       cities  i and  j. It is guaranteed that  d  i, i = 0, d  i, j = d  j, i, and a given matrix is a       matrix of shortest distances for some set of two-way roads with       integer lengths from 1 to 1000, such that from each city it is       possible to get to any other city using these roads. Next line contains integer  k (1 ≤ k ≤ 300) — amount of planned       roads. Following  k lines contain the description of the planned       roads. Each road is described by three space-separated integers          a  i,  b  i,  c  i (1 ≤ a  i, b  i ≤ n, a  i ≠ b  i, 1 ≤ c  i ≤ 1000) —  a  i and  b  i — pair of cities, which the road       connects,  c  i — the length of the road. It can be       several roads between a pair of cities, but no road connects the       city with itself.","Output  k space-separated integers  q  i (1 ≤ i ≤ k).  q  i should be equal to the sum of shortest       distances between all pairs of cities after the construction of       roads with indexes from 1 to  i. Roads are numbered from 1 in the input order.       Each pair of cities should be taken into account in the sum       exactly once, i. e. we count unordered pairs.",
26,"Once Bob decided to lay a parquet floor in his living room. The       living room is of size  n × m metres. Bob had planks of three       types:  a planks 1 × 2       meters,  b planks 2 × 1       meters, and  c planks 2 × 2       meters. Help Bob find out, if it is possible to parquet the living       room with such a set of planks, and if it is possible, find one of       the possible ways to do so. Bob doesn't have to use all the planks.","The first input line contains 5 space-separated integer numbers          n,  m,  a,  b,  c (1 ≤ n, m ≤ 100, 0 ≤ a, b, c ≤ 104),  n and  m — the living room dimensions,  a,  b and  c — amount of planks 1 × 2, 2 × 1       и 2 × 2 respectively. It's not       allowed to turn the planks.","If it is not possible to parquet the room with such a set of       planks, output IMPOSSIBLE.       Otherwise output one of the possible ways to parquet the room —       output  n lines with  m lower-case Latin letters each. Two squares with       common sides should contain the same letters, if they belong to       one and the same plank, and different letters otherwise. Different       planks can be marked with one and the same letter (see examples).       If the answer is not unique, output any.",
27,"The sequence is called ordered if it is       non-decreasing or non-increasing. For example, sequnces [3, 1, 1,       0] and [1, 2, 3, 100] are ordered, but the sequence [1, 3, 3, 1]       is not. You are given a sequence of numbers. You are to find it's       shortest subsequence which is not ordered. A subsequence is a sequence that can be derived from the given       sequence by deleting zero or more elements without changing the       order of the remaining elements.",The first line of the input contains one integer  n (1 ≤ n ≤ 105). The second line contains          n space-separated integers — the given sequence.       All numbers in this sequence do not exceed 106 by       absolute value.,"If the given sequence does not contain any unordered       subsequences, output 0. Otherwise,       output the length  k of the shortest such subsequence. Then output          k integers from the range [1.. n] — indexes of the elements of this subsequence.       If there are several solutions, output any of them.",
28,"There are  n students living in the campus. Every morning all       students wake up at the same time and go to wash. There are  m rooms with wash basins. The  i-th of these rooms contains  a  i wash basins. Every student independently       select one the rooms with equal probability and goes to it. After       all students selected their rooms, students in each room divide       into queues by the number of wash basins so that the size of the       largest queue is the least possible. Calculate the expected value       of the size of the largest queue among all rooms.","The first line contains two positive integers  n and  m (1 ≤ n, m ≤ 50) — the amount       of students and the amount of rooms. The second line contains          m integers  a 1, a 2, ... , a  m (1 ≤ a  i ≤ 50).  a  i means the amount of wash basins in the          i-th room.",Output single number: the expected value of the size of the       largest queue. Your answer must have an absolute or relative error       less than 10 - 9.,
29,"One day Bob got a letter in an envelope. Bob knows that when       Berland's post officers send a letter directly from city «A» to city «B», they stamp it with «A B», or «B A». Unfortunately, often it       is impossible to send a letter directly from the city of the       sender to the city of the receiver, that's why the letter is sent       via some intermediate cities. Post officers never send a letter in       such a way that the route of this letter contains some city more       than once. Bob is sure that the post officers stamp the letters accurately. There are  n stamps on the envelope of Bob's letter. He       understands that the possible routes of this letter are only two.       But the stamps are numerous, and Bob can't determine himself none       of these routes. That's why he asks you to help him. Find one of       the possible routes of the letter.","The first line contains integer  n (1 ≤ n ≤ 105) — amount of mail stamps on the       envelope. Then there follow  n lines with two integers each — description of       the stamps. Each stamp is described with indexes of the cities       between which a letter is sent. The indexes of cities are integers       from 1 to 109.       Indexes of all the cities are different. Every time the letter is       sent from one city to another, exactly one stamp is put on the       envelope. It is guaranteed that the given stamps correspond to       some valid route from some city to some other city. ",Output  n + 1 numbers — indexes of cities in one of the       two possible routes of the letter.,
30,"One warm and sunny day king Copa decided to visit the shooting       gallery, located at the Central Park, and try to win the main       prize — big pink plush panda. The king is not good at shooting, so       he invited you to help him. The shooting gallery is an infinite vertical plane with Cartesian       coordinate system on it. The targets are points on this plane.       Each target is described by it's coordinates  x  i, and  y  i, by the time of it's appearance  t  i and by the number  p  i, which gives the probability that Copa       hits this target if he aims at it. A target appears and disappears instantly, so Copa can hit the       target only if at the moment  t  i his gun sight aimed at (x  i, y  i). Speed of movement of the gun sight on       the plane is equal to 1. Copa knows all the information about the       targets beforehand (remember, he is a king!). He wants to play in       the optimal way, which maximizes the expected value of the amount       of hit targets. He can aim at any target at the moment 0.","The first line contains integer  n (1 ≤ n ≤ 1000) — amount of targets       in the shooting gallery. Then  n lines follow, each describing one target. Each       description consists of four numbers  x  i,  y  i,  t  i,  p  i (where  x  i,  y  i,  t  i — integers,  - 1000 ≤ x  i, y  i ≤ 1000, 0 ≤ t  i ≤ 109,       real number  p  i is given with no more than 6 digits       after the decimal point, 0 ≤ p  i ≤ 1). No two targets may be at the same point.",Output the maximum expected value of the amount of targets that       was shot by the king. Your answer will be accepted if it differs       from the correct answer by not more than 10 - 6.,
31,"At the beginning of the new semester there is new schedule in the       Berland State University. According to this schedule,  n groups have lessons at the room 31. For each       group the starting time of the lesson and the finishing time of       the lesson are known. It has turned out that it is impossible to       hold all lessons, because for some groups periods of their lessons       intersect. If at some moment of time one groups finishes it's       lesson, and the other group starts the lesson, their lessons don't intersect. The dean wants to cancel the lesson in one group so that no two       time periods of lessons of the remaining groups intersect. You are       to find all ways to do that.","The first line contains integer  n (1 ≤ n ≤ 5000) — amount of groups,       which have lessons in the room 31. Then  n lines follow, each of them contains two integers          l  i  r  i (1 ≤ l  i < r  i ≤ 106) —       starting and finishing times of lesson of the  i-th group. It is possible that initially no two       lessons intersect (see sample 1).","Output integer  k — amount of ways to cancel the lesson in exactly       one group so that no two time periods of lessons of the remaining       groups intersect. In the second line output  k numbers — indexes of groups, where it is       possible to cancel the lesson. Groups are numbered starting from         1 in the order that they were       given in the input. Output the numbers in increasing order.",
32,"It is known that fleas in Berland can jump only vertically and       horizontally, and the length of the jump is always equal to  s centimeters. A flea has found herself at the       center of some cell of the checked board of the size  n × m centimeters (each cell is 1 × 1 centimeters). She can jump as she       wishes for an arbitrary number of times, she can even visit a cell       more than once. The only restriction is that she cannot jump out       of the board. The flea can count the amount of cells that she can reach from       the starting position (x, y). Let's denote this       amount by  d  x, y. Your task is to find the       number of such starting positions (x, y), which have the       maximum possible value of  d  x, y.","The first line contains three integers  n,  m,  s (1 ≤ n, m, s ≤ 106) — length of the board, width       of the board and length of the flea's jump.",Output the only integer — the number of the required starting       positions of the flea.,
33,"Learn, learn and learn again — Valera has to do this every day.       He is studying at mathematical school, where math is the main       discipline. The mathematics teacher loves her discipline very much       and tries to cultivate this love in children. That's why she       always gives her students large and difficult homework. Despite       that Valera is one of the best students, he failed to manage with       the new homework. That's why he asks for your help. He has the       following task. A sequence of  n numbers is given. A prefix of a sequence is the       part of the sequence (possibly empty), taken from the start of the       sequence. A suffix of a sequence is the part of the sequence       (possibly empty), taken from the end of the sequence. It is       allowed to sequentially make two operations with the sequence. The       first operation is to take some prefix of the sequence and       multiply all numbers in this prefix by  - 1. The second operation is to take some       suffix and multiply all numbers in it by  - 1. The chosen prefix and suffix may       intersect. What is the maximum total sum of the sequence that can       be obtained by applying the described operations?",The first line contains integer  n (1 ≤ n ≤ 105) — amount of elements in the       sequence. The second line contains  n integers  a  i ( - 104 ≤ a  i ≤ 104) —       the sequence itself.,The first and the only line of the output should contain the       answer to the problem.,
34,"«Bersoft» company is working on a new version of its most popular       text editor — Bord 2010. Bord, like many other text editors,       should be able to print out multipage documents. A user keys a       sequence of the document page numbers that he wants to print out       (separates them with a comma, without spaces). Your task is to write a part of the program, responsible for       «standardization» of this sequence. Your program gets the       sequence, keyed by the user, as input. The program should output       this sequence in format  l 1- r 1, l 2- r 2,..., l  k- r  k, where  r  i + 1 < l  i + 1 for all  i from 1 to  k - 1, and  l  i ≤ r  i. The new sequence should contain all the       page numbers, keyed by the user, and nothing else. If some page       number appears in the input sequence several times, its       appearances, starting from the second one, should be ignored. If       for some element  i from the new sequence  l  i = r  i, this element should be output as  l  i, and not as « l  i - l  i». For example, sequence 1,2,3,1,1,2,6,6,2 should be       output as 1-3,6.","The only line contains the sequence, keyed by the user. The       sequence contains at least one and at most 100 positive integer       numbers. It's guaranteed, that this sequence consists of positive       integer numbers, not exceeding 1000, separated with a comma,       doesn't contain any other characters, apart from digits and       commas, can't end with a comma, and the numbers don't contain       leading zeroes. Also it doesn't start with a comma or contain more       than one comma in a row.",Output the sequence in the required format.,
