id,day,author,problem,language,ac,len,word,source,token,time,memory,status
79141476,2020/5/6 16:03,coderemite,11A - Increasing Sequence,Python 3,Accepted,12,70,"I = lambda : map ( int , input (). split ()) n , d = I () a =* I (), x = a [ 0 ] r = 0 for  y  in  a [ 1 :]:   z = 0 --( x + 1 - y )// d    if  z >= 0 :     r += z     y += z * d   x = y print ( r )",pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit kwd pln kwd pln pun lit pun pln pun lit pun pln pun lit pun pln pun pln pln kwd pln pun lit pun pln pun pln pln pun pln pun pln pln pun pln kwd pun pln pun,218 ms,300 KB,11
69686110,2020/1/28 20:03,cs1g,12A - Super Agent,Python 3,Accepted,5,29,I  =  input   s  =  I ()+ I ()+ I ()   print ( 'YES'   if  s == s [::- 1 ]   else   'NO' ),pln pun pln pln pln pun pln pun pln pun pln pun pln kwd pun str pln kwd pln pun pln pun lit pun pln kwd pln str pun,248 ms,0 KB,12
79405177,2020/5/8 21:13,coderemite,13A - Numbers,Python 3,Accepted,9,54,"import  math a = int ( input ()) r = 0 for  b  in  range ( 2 , a ):   c = a    while  c : r += c % b ; c //= b a -= 2 d = math . gcd ( r , a ) print ( f '{r//d}/{a//d}' )",kwd pln pln pun pln pun pln pun pln pun lit kwd pln kwd pln pun lit pun pln pun pln pun pln pln kwd pln pun pln pun pln pun pln pun pln pun pln pln pun lit pln pun pln pun pln pun pln pun pln pun kwd pun pln str pun,218 ms,6500 KB,13
79010123,2020/5/5 2:30,coderemite,14A - Letter,Python 3,Accepted,9,117,"n , m = map ( int , input (). split ()) A =[ input () for  _  in [ 0 ]* n ] a = b = 1E2 ; c = d =- 1 for  y  in  range ( n ):    for  x  in  range ( m ):      if  A [ y ][ x ]== '*' :       a = min ( a , y ); b = min ( b , x )       c = max ( c , y ); d = max ( d , x ) print (*[ x [ b : d + 1 ] for  x  in  A [ a : c + 1 ]], sep = '\n' )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun lit kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun lit pun kwd pln kwd pln pun pln pun pln pun lit pun pln pun str pun,186 ms,300 KB,14
22062238,2016/11/5 21:00,Amores,15A - Cottage Village,Python 3,Accepted,9,105,"I = lambda : list ( map ( int , input (). split ())) n , t = I () x = sorted ( I () for  _  in '0' * n ) a = 0 for  i  in  range ( n - 1 ): 	l = x [ i ][ 0 ]+ t +( x [ i ][ 1 ]+ x [ i + 1 ][ 1 ])/ 2 ; r = x [ i + 1 ][ 0 ] 	 if  l == r : a += 1 	 if  l < r : a += 2 print ( a + 2 )",pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd str pun pln pun pln pun lit kwd pln kwd pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun lit pun lit pun pln pun pln pun pln pun lit pun lit pun pln kwd pln pun pln pun pln pun lit pln kwd pln pun pln pun pln pun lit kwd pun pln pun lit pun,154 ms,300 KB,15
78997551,2020/5/4 21:54,coderemite,16A - Flag,Python 3,Accepted,3,55,"a =[* open ( 0 )][ 1 :] r = any ( len ({* b })> 2   for  b  in  a ) print ( 'YNEOS' [ r | any ( x [ 0 ]== y [ 0 ]   for  x , y  in  zip ( a , a [ 1 :])):: 2 ])",pln pun pln pun lit pun lit pun pln pun pln pun pln pun pln pun lit pln kwd pln kwd pln pun kwd pun str pun pln pun pln pun pln pun lit pun pln pun lit pun pln kwd pln pun pln kwd pln pun pln pun pln pun lit pun lit pun,218 ms,0 KB,16
51935830,2019/3/28 15:26,vjudge1,17A - Noldbach problem,Python 3,Accepted,13,102,"n , k = map ( int , input (). strip (). split ()) v  =   [] for  i  in  range ( 2 , n + 1 ): 	 if  all ( i % j != 0   for  j  in  v ): 		v . append ( i ) c = 0 for  i  in  range ( len ( v )- 1 ): 	 if  v [ i ]+ v [ i + 1 ]+ 1   in  v : 		c += 1 if ( c >= k ): 	 print ( ""YES"" ) else : 	 print ( ""NO"" )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun lit pun pln pun lit pun pln kwd pln pun pln pun pln pun lit pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun lit kwd pln kwd pln pun pln pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pun lit pun lit pln kwd pln pun pln pun lit kwd pun pln pun pln pun pln kwd pun str pun kwd pun pln kwd pun str pun,248 ms,0 KB,17
73151499,2020/3/13 18:51,sairahul2001,18A - Triangle,Python 3,Accepted,28,205,"s  =  list ( map ( int , input (). split ()))     def  dis ( a , b , c , d ): 	  return   (( a - c )** 2   +   ( b - d )** 2 )   def  ass ( s ): 	a , b , c , d , e , f  =  s 	AB  =  dis ( a , b , c , d ) 	BC  =  dis ( c , d , e , f ) 	CA  =  dis ( e , f , a , b )   	x  =  max ( AB , BC , CA ) 	 	 return  x  ==  AB + BC + CA - x  and  AB  and  BC  and  CA   if  ass ( s ): 	 print ( ""RIGHT"" )   	exit ()   for  i  in  range ( 6 ): 	s [ i ]   -=   1 	 if  ass ( s ):   print ( ""ALMOST"" ); exit () 	s [ i ]   +=   2 	 if  ass ( s ):   print ( ""ALMOST"" ); exit () 	s [ i ]   -= 1   print ( ""NEITHER"" )  ",pln pun pln pun pln pun pln pun pln pun pln pun pln pln kwd pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun lit pln pun pln pun pln pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pln kwd pln pun pln pun pln pun pln pun pln kwd pln kwd pln kwd pln pln kwd pln pun pln pun pln kwd pun str pun pln pln pun pln kwd pln kwd pln pun lit pun pln pun pln pun pln pun pln lit pln kwd pln pun pln pun pln kwd pun str pun pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln pun pln kwd pun str pun pln pun pln pun pln pun pln pun lit pln kwd pun str pun pln,280 ms,300 KB,18
9376331,2015/1/7 5:06,SteelRaven,19A - World Football Cup,Python 3,Accepted,22,218,"n  =  int ( input ()) d  =  dict () for  i  in  range ( n ): 	d [ input ()]   =   [ 0 ,   0 ,   0 ] for  i  in  range ( n  *   ( n  -   1 )   //   2 ): 	t ,  s  =  input (). split () 	t1 ,  t2  =  t . split ( '-' ) 	s1 ,  s2  =   [ int ( x )   for  x  in  s . split ( ':' )] 	a  =  d [ t1 ] 	b  =  d [ t2 ] 	a [ 2 ]   +=  s1 	b [ 2 ]   +=  s2 	a [ 1 ]   +=  s1  -  s2 	b [ 1 ]   +=  s2  -  s1 	 if  s1  ==  s2 : 		a [ 0 ]   +=   1 		b [ 0 ]   +=   1 	 elif  s1  <  s2 : 		b [ 0 ]   +=   3 	 else : 		a [ 0 ]   +=   3 print ( '\n' . join ( sorted ( b  for  a ,  b  in  sorted (( b ,  a )   for  a ,  b  in  d . items ())[ n  //   2 :   ])))",pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln lit pun pln lit pun kwd pln kwd pln pun pln pun pln pun pln pun pln lit pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun str pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun str pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pln pun lit pun pln pun pln pln pun lit pun pln pun pln pun pln pln pun lit pun pln pun pln pun pln pln kwd pln pun pln pun pln pun lit pun pln pun pln lit pln pun lit pun pln pun pln lit pln kwd pln pun pln pun pln pun lit pun pln pun pln lit pln kwd pun pln pun lit pun pln pun pln lit kwd pun str pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun pln pun pln lit pun pln pun,154 ms,0 KB,19
70942192,2020/2/13 11:47,zhanghengrui,20A - BerOS file system,Python 3,Accepted,1,20,"print ( '/'   +   '/' . join ( filter ( None ,  input (). split ( '/' ))))",kwd pun str pln pun pln str pun pln pun pln pun kwd pun pln pun pln pun str pun,280 ms,0 KB,20
60185880,2019/9/6 21:28,mb1te,21A - Jabber ID,Python 3,Accepted,9,36,"import  re   s  =  input () reg  =  re . compile ( r '^\w{1,16}@(\w{1,16}\.)*\w{1,16}(/\w{1,16})?$' )   if  reg . match ( s ): 	 print ( ""YES"" ) else : 	 print ( ""NO"" )",kwd pln pln pln pun pln pun pln pun pln pun pln pun pln str pun pln kwd pln pun pln pun pln pun pln kwd pun str pun kwd pun pln kwd pun str pun,171 ms,800 KB,21
78991900,2020/5/4 20:37,coderemite,22A - Second Order Statistics,Python 3,Accepted,1,20,"print (( sorted ({* map ( int ,[* open ( 0 )][ 1 ]. split ())})+[ 'NO' ])[ 1 ])",kwd pun pln pun pln pun pln pun pln pun lit pun lit pun pln pun str pun lit pun,218 ms,0 KB,22
9376401,2015/1/7 5:32,SteelRaven,23A - You're Given a String...,Python 3,Accepted,7,67,"s  =  input () for  i  in  range ( len ( s ),   0 ,   - 1 ): 	 for  j  in  range ( len ( s )   -  i  +   1 ): 		 if  s [ j :  j  +  i ]   in  s [ j  +   1 :]: 			 print ( i ) 			exit () print ( 0 )",pln pun pln pun kwd pln kwd pln pun pln pun pln pun pln lit pun pln pun lit pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln lit pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln lit pun pln kwd pun pln pun pln pun kwd pun lit pun,156 ms,0 KB,23
79669391,2020/5/10 18:47,hackerbaba,24A - Ring road,Python 3,Accepted,13,91,"n  =  int ( input ()) source ,  dest  =   [],   [] sum1 ,  sum2  =   0 ,   0 for  i  in  range ( n ): 	t ,  s  ,  w =  map ( int ,  input (). split ()) 	 if ( t  in  source  or  s  in  dest ): 		t ,  s  =  s ,  t 		sum1  += w 	 else : 		sum2 += w 	source . append ( t ) 	dest . append ( s ) print ( min ( sum2 ,  sum1 ))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pun pln lit kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pun pln kwd pln kwd pln kwd pln pun pln pun pln pun pln pun pln pln pun pln pln kwd pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun,218 ms,6500 KB,24
30629662,2017/9/23 7:12,winstontsai,25A - IQ test,Python 3,Accepted,2,31,input (); l =[ int ( x )% 2   for  x  in  input (). split ()] print ( l . index ( sum ( l )== 1 )+ 1 ),pln pun pln pun pln pun pln pun lit pln kwd pln kwd pln pun pln pun kwd pun pln pun pln pun pln pun pln pun lit pun lit pun,122 ms,0 KB,25
55073000,2019/6/4 10:13,iMu_21,26A - Almost Prime,Python 3,Accepted,7,62,"n = int ( input ()) x =[ 0 ]*( n + 1 ) for  i  in  range  ( 2 , n + 1 ):      if  x [ i ]== 0 :          for  j  in  range ( 2 * i , n + 1 , i ):             x [ j ]+= 1 print ( x . count ( 2 ))",pln pun pln pun pln pun pln pun lit pun pln pun lit pun kwd pln kwd pln pun lit pun pln pun lit pun pln kwd pln pun pln pun lit pun pln kwd pln kwd pln pun lit pun pln pun pln pun lit pun pln pun pln pun pln pun lit kwd pun pln pun pln pun lit pun,216 ms,0 KB,26
79658116,2020/5/10 16:41,anjit_6294,27A - Next Test,Python 3,Accepted,2,24,"input () print ( min ( set ( range ( 1 , 3002 ))- set ( map ( int , input (). split ()))))",pln pun kwd pun pln pun pln pun pln pun lit pun lit pun pln pun pln pun pln pun pln pun pln pun,278 ms,6900 KB,27
35772476,2018/2/27 21:49,Qumeric,28A - Bender Problem,Python 3,Accepted,21,222,"from  collections  import  defaultdict   n ,  m  =  map ( int ,  input (). split ()) tmp  =  list ( tuple ( map ( int ,  input (). split ()))   for  _  in  range ( n )) nails  =   [ abs ( a  -  c )   +  abs ( b  -  d )   for   ( a ,  b ),   ( c ,  d )   in  zip ( tmp ,  tmp [ 2 :]   +  tmp [: 2 ])] segments  =  defaultdict ( list ) for  i ,  s  in  enumerate ( map ( int ,  input (). split ()),   1 ):     segments [ s ]. append ( i ) for  shift  in   - 1 ,   0 :     res  =   [- 1 ]   *  n      for  nailidx  in  range ( shift ,  n  +  shift ,   2 ):         nail  =  nails [ nailidx ]          if  nail  in  segments  and  segments [ nail ]:             res [( nailidx  +   1 )   %  n ]   =  segments [ nail ]. pop ()          else :              break      else :          print ( ""YES"" )          print ( "" "" . join ( map ( str ,  res )))         exit ( 0 ) print ( ""NO"" )",kwd pln kwd pln pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun pln pun kwd pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln lit pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun lit pun pln lit pun pln pun pln pun lit pun pln pun pln pln kwd pln kwd pln pun pln pun pln pun pln pun pln lit pun pln pun pln pun pln pun pln kwd pln kwd pln kwd pln pun pln pun pln pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pun pln kwd pln kwd pun pln kwd pun str pun pln kwd pun str pun pln pun pln pun pln pun pln pun pln pun lit pun kwd pun str pun,156 ms,5900 KB,28
79414941,2020/5/8 23:39,coderemite,29A - Spit Problem,Python 3,Accepted,2,52,"a =[[* map ( int , s . split ())] for  s  in [* open ( 0 )][ 1 :]] print ( 'YNEOS' [ all ( u + v != w  or  w + x != u  for  u , v  in  a  for  w , x  in  a ):: 2 ])",pln pun pln pun pln pun pln pun pln pun kwd pln kwd pun pln pun lit pun lit pun kwd pun str pun pln pun pln pun pln pun pln kwd pln pun pln pun pln kwd pln pun pln kwd pln kwd pln pun pln kwd pln pun lit pun,218 ms,6500 KB,29
9383295,2015/1/8 4:50,SteelRaven,30A - Accounting,Python 3,Accepted,6,55,"a ,  b ,  n  =   [ int ( x )   for  x  in  input (). split ()] for  x  in  range (- 1000 ,   1001 ): 	 if  a  *  pow ( x ,  n )   ==  b : 		 print ( x ) 		exit () print ( 'No solution' )",pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun kwd pln kwd pln pun lit pun pln lit pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pun pln pun pln pun kwd pun str pun,124 ms,0 KB,30
72352527,2020/3/3 19:36,cs1g,31A - Worms Evolution,Python 3,Accepted,11,86,"n  =  int ( input ()) A  =   [* map ( int ,  input (). split ())] X  =  set ( A )   for  i  in  range ( n ): 	 for  j  in  range ( i ): 		 if  A [ i ]+ A [ j ]   in  X : 			 print ( A . index ( A [ i ]+ A [ j ])+ 1 ,  i + 1 ,  j + 1 ) 			exit ()   print (- 1 )",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln kwd pln pun pln kwd pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pun pln pun lit pun pln pun pln kwd pun lit pun,218 ms,0 KB,31
73921389,2020/3/22 1:30,coderemite,32A - Reconnaissance,Python 3,Accepted,3,44,"i = lambda : map ( int , input (). split ()) n , d = i (); a =[* i ()] print ( sum ( abs ( x - y )<= d  for  x  in  a  for  y  in  a )- n )",pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln kwd pln kwd pln pun pln pun,624 ms,300 KB,32
52875700,2019/4/16 22:28,kp_2141,33A - What is for dinner?,Python 3,Accepted,6,68,"n ,  m ,  k  =  map ( int , input (). split ()) a  =   [ 200000000 ]* m for  i  in  range ( n ):     r ,  c = map ( int , input (). split ())     a [ r - 1 ]   =  min ( a [ r - 1 ],  c ) print ( min ( sum ( a ),  k ))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun lit pun pln pun kwd pun pln pun pln pun pln pun pln pun,218 ms,0 KB,33
20887579,2016/9/24 15:19,Amores,34A - Reconnaissance 2,Python 3,Accepted,9,87,"I = input n = int ( I ()) m = list ( map ( int , I (). split ())) m +=[ m [ 0 ]] a = 0 for  i  in  range ( n ):      if  abs ( m [ i ]- m [ i + 1 ])< abs ( m [ a ]- m [ a + 1 ]): a = i r =( a + 2 )% n print ( a + 1 ,[ n , r ][ r > 0 ])",pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pln pun pln pun lit pun pln kwd pun pln pun lit pun pln pun pln pun pln pun lit pun,124 ms,0 KB,34
79416425,2020/5/9 0:08,coderemite,35A - Shell Game,Python 3,Accepted,10,80,"F = open ( 'input.txt' , 'r' ) W = open ( 'output.txt' , 'w' ) I = lambda :[* map ( int , F . readline (). split ())] x = I ()[ 0 ] for  _  in [ 0 ]* 3 :   u , v = I ()    if  x == u : x = v    elif  x == v : x = u W . write ( str ( x )) W . close ()",pln pun pln pun str pun str pun pln pun pln pun str pun str pun pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun kwd pln kwd pun lit pun lit pun pln pun pln pun pln pun pln kwd pln pun pln pun pln pun pln pln kwd pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun,216 ms,6500 KB,35
22026986,2016/11/4 7:59,Amores,36A - Extra-terrestrial Intelligence,Python 3,Accepted,5,71,"S = str . split s = S ( open ( 'input.txt' ,   'r' ). read ())[ 1 ] f = open ( 'output.txt' ,   'w' ) f . write ([ 'NO' , 'YES' ][ len ( set ( S ( s [ s . find ( '1' ): s . rfind ( '1' )+ 1 ], '1' )[ 1 :- 1 ]))== 1 ]) f . flush ()",pln pun pln pun pln pln pun pln pun pln pun str pun pln str pun pln pun lit pun pln pun pln pun str pun pln str pun pln pun pln pun str pun str pun pln pun pln pun pln pun pln pun pln pun pln pun str pun pln pun pln pun str pun lit pun str pun lit pun lit pun lit pun pln pun pln pun,156 ms,0 KB,36
67739240,2019/12/27 19:16,jvti,37A - Towers,Python 3,Accepted,3,26,"input () b  =  input (). split () print ( max ( map ( b . count ,  b )),  len ( set ( b )))",pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun,248 ms,300 KB,37
69675628,2020/1/28 17:12,stars_in_the_sky,38A - Army,Python 3,Accepted,1,40,"input (); a = list ( map ( int , input (). split ())); c , d = map ( int , input (). split ()); print ( sum ( a [ c - 1 : d - 1 ]))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun lit pun pln pun lit pun,218 ms,0 KB,38
66011089,2019/11/30 5:32,MinecraftFuns,39A - C*++ Calculations,Python 3,Accepted,18,111,"import  re   u  =  int G  =  input X  =  sorted y  =   print A  =  re . findall a  =  u ( G ()) b  =  X ([[ u (( i [ 0 ] or   '+' )+( i [ 1 ] or   '1' )),  i [ 3 ]]         for  i  in  A ( '(\+|-)?(\d{0,4})(\*)?(a\+\+|\+\+a)' ,  G ())]) z  =   0 for  i  in  b :      if  i [ 1 ]   ==   'a++' :         z  +=  i [ 0 ]* a      else :         z  +=  i [ 0 ]*( a + 1 )     a  +=   1 y ( z )",kwd pln pln pln pun pln pln pun pln pln pun pln pln pun pln kwd pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun kwd pln str pun pln pun lit pun kwd pln str pun pln pun lit pun pln kwd pln kwd pln pun str pun pln pun pln pun pln lit kwd pln kwd pln pun pln kwd pln pun lit pun pln pun pln str pun pln pun pln pun lit pun pln pln kwd pun pln pun pln pun lit pun pln pun lit pun pln pun pln lit pln pun pln pun,310 ms,1000 KB,39
72679271,2020/3/7 20:13,cs1g,40A - Find Color,Python 3,Accepted,7,63,"from  math  import  ceil   x ,  y  =  map ( int ,  input (). split ()) R  =  x * x  +  y * y r  =  ceil ( R **. 5 )   print ( 'black'   if  r * r == R  or   ( r % 2 )^( x * y <= 0 )   else   'white' )",kwd pln kwd pln pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun lit pun pln kwd pun str pln kwd pln pun pln pun pln kwd pln pun pln pun lit pun pln pun pln pun lit pun pln kwd pln str pun,218 ms,0 KB,40
