74035726,2020-03-23 15:10:00,Vasiliy_48,13C - Sequence,Python 3,Accepted,12,63,"import  heapq input () ans = 0 a =[] inf = 10 ** 9 for  x  in  map ( int , input (). split ()):     x = inf - x     heapq . heappush ( a , x )     ans += a [ 0 ]- x     heapq . heappop ( a )     heapq . heappush ( a , x ) print (- ans )",kwd pln pln pun pln pun lit pln pun pln pun lit pun lit kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun,248 ms,500 KB,13
32037060,2017-11-03 23:58:00,yugle7,14C - Four Segments,Python 3,Accepted,7,129,"s  =   { 0 :   0 ,   1 :   0 } for  i  in  range ( 4 ):     a ,  b ,  c ,  d  =  input (). split ()      if  a  ==  c  and  b  !=  d :  s [ 0 ]   +=   1      if  b  ==  d  and  a  !=  c :  s [ 1 ]   +=   1      for  q  in   [( a ,  b ),   ( c ,  d )]:  s [ q ]   =  s . get ( q ,   0 )   +   1 print ( 'YES'   if  all ( i  ==   2   for  i  in  s . values ())   else   'NO' )",pln pun pln pun lit pun pln lit pun pln lit pun pln lit pun kwd pln kwd pln pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln pun pln kwd pln pun pln pun pln pun lit pun pln pun pln lit pln kwd pln pun pln kwd pln pun pln pun pln pun lit pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pun pln pun pln lit kwd pun str pln kwd pln pun pln pun pln lit pln kwd pln kwd pln pun pln pun pln kwd pln str pun,124 ms,0 KB,14
55736743,2019-06-19 07:42:00,Darshan1999,15C - Industrial Nim,Python 3,Accepted,13,100,"def  f ( x ):      if  x % 4 == 1 : return  x - 1      if  x % 4 == 2 : return   1      if  x % 4 == 3 : return  x      return   0   n = int ( input ()) k = 0 for  i  in  range ( n ):     a , b = input (). split ()     k ^= f ( int ( a ))^ f ( int ( a )+ int ( b )) if  k == 0 : print ( 'bolik' ) else : print ( 'tolik' )",kwd pln pun pln pun pln kwd pln pun lit pun lit pun kwd pln pun lit pln kwd pln pun lit pun lit pun kwd pln lit pln kwd pln pun lit pun lit pun kwd pln pln kwd pln lit pln pln pun pln pun pln pun pln pun lit kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln pun lit pun kwd pun str pun kwd pun kwd pun str pun,902 ms,0 KB,15
55736894,2019-06-19 07:49:00,tushusavaliya,16C - Monitor,Python 3,Accepted,7,60,"import  math a , b , c , d =[ int ( i )   for  i  in  input (). split ()] g = math . gcd ( c , d ) c //= g d //= g e = min ( a // c , b // d ) print ( e * c , e * d )",kwd pln pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun kwd pun pln pun pln pun pln pun pln pun,109 ms,0 KB,16
14544147,2015-11-28 19:38:00,merolish,18C - Stripe,Python 3,Accepted,4,71,"n ,  a  =  int ( input ()),  list ( map ( int ,  input (). split ())) for  i  in  range ( 1 ,  n ):     a [ i ]   +=  a [ i  -   1 ] print ( sum ( 2   *  a [ i ]   ==  a [ n  -   1 ]   for  i  in  range ( n  -   1 )))",pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pun kwd pun pln pun lit pln pun pln pun pln pun pln pun pln pun pln pun pln lit pun pln kwd pln kwd pln pun pln pun pln lit pun,404 ms,7000 KB,18
42003038,2018-08-23 19:30:00,fezjo,19C - Deletion of Repeats,Python 3,Accepted,58,369,"def  pow ( x ,  exp ,  mod ):     res  =   1      while  exp :          if  exp  &   1 :             res  =   ( res  *  x )   %  mod         x  =   ( x  *  x )   %  mod         exp  >>=   1      return  res     MOD  =   2   **   121   -   1 M  =  int ( 1e9 )   +   1     n  =  int ( input ()) vals  =  list ( map ( int ,  input (). split ()))   groups  =  dict () for  i  in  range ( n ):     groups . setdefault ( vals [ i ],   []). append ( i )   powsA  =   [ 1 ] for  i  in  range ( n ):     powsA . append (( powsA [- 1 ]   *  M )   %  MOD )   hashes  =   [ 0 ]   *   ( n  +   1 ) for  i  in  range ( n ):     hashes [ i  +   1 ]   =   ( hashes [ i ]   *  M  +  vals [ i ])   %  MOD     def  get_hash ( p ,  l ):     res  =  hashes [ p  +  l ]   -   ( hashes [ p ]   *  powsA [ l ])   %  MOD      if  res  <   0 :         res  +=  MOD      elif  res  >  MOD :         res  -=  MOD      return  res     best  =   0 i  =   0 while  i  <  n :     val  =  vals [ i ]      for  j  in  groups [ val ]:          if  j  <=  i :              continue           l  =  j  -  i          if  j  +  l  <=  n  and  get_hash ( i ,  l )   ==  get_hash ( j ,  l ):             best  =  max ( best ,  j )             i  =  j  -   1              break     i  +=   1     res  =  vals [ best :] print ( len ( res )) print ( "" "" . join ( map ( str ,  res )))",kwd pln pun pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln kwd pln pun pln lit pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pln pun pln lit pln kwd pln pln pln pln pun pln lit pln pun pln lit pln pun pln lit pln pun pln pun lit pun pln pun pln lit pln pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun lit pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pln pun pln pun lit pun pln pun pln pun pln pun pln lit pun kwd pln kwd pln pun pln pun pln pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln kwd pln pun pln lit pun pln pun pln pln kwd pln pun pln pun pln pun pln pln kwd pln pln pln pln pun pln lit pln pun pln lit kwd pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln kwd pln pun pln pun pln kwd pln pln pun pln pun pln pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pln kwd pln pun pln lit pln pln pln pun pln pun pln pun kwd pun pln pun pln pun kwd pun str pun pln pun pln pun pln pun pln pun,1716 ms,21500 KB,19
37490574,2018-04-20 17:38:00,vjudge1,20C - Dijkstra?,Python 3,Accepted,28,263,"from  heapq  import   * I  =   1   <<   60   n ,  m  =  map ( int ,  input (). split ()) g  =   [[]   for  _  in  range ( n )] d  =   [ 0 ]   +   [ I ]   *  n p  =   [- 1 ]   *  n q  =   [( 0 ,   0 )] for  i  in  range ( m ): 	a ,  b ,  w  =  map ( int ,  input (). split ()) 	g [ a - 1 ]   +=   [( w ,  b - 1 )] 	g [ b - 1 ]   +=   [( w ,  a - 1 )] while  q : 	a  =  heappop ( q )[ 1 ] 	 for  e  in  g [ a ]: 		w ,  b  =  d [ a ]   +  e [ 0 ],  e [ 1 ] 		 if  w  <  d [ b ]: 			d [ b ],  p [ b ]   =  w ,  a 			heappush ( q ,   ( d [ b ],  b )) if  d [ n - 1 ]   ==  I : 	 print (- 1 ); else : 	x ,  y  =  n  -   1 ,   [] 	 while  x  !=   - 1 : 		y  +=   [ x  +   1 ] 		x  =  p [ x ] 	y . reverse () 	 print ( ' ' . join ( map ( str ,  y )))",kwd pln kwd pln pun pln pun pln lit pln pun pln lit pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pln pun pln pun lit pun pln pun pln pln pun pln pun lit pun pln lit pun kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun lit pun kwd pln pun pln pun pln pun pln pun lit pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pun pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun kwd pln pun pln pun lit pun pln pun pln pun pln kwd pun lit pun kwd pun pln pun pln pun pln pun pln lit pun pln pun pln kwd pln pun pln pun lit pun pln pun pln pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pun pln kwd pun str pun pln pun pln pun pln pun pln pun,888 ms,35500 KB,20
16908575,2016-03-24 18:15:00,MarcoXerox,21C - Stripe 2,Python 3,Accepted,8,105,"from  itertools  import  accumulate n  =  int ( input ()) a  =  list ( map ( int ,  input (). split ())) s  =  sum ( a ) p  =  s  //   3 k  =  list ( accumulate ( a )) r  =  list ( accumulate ( x  ==   2 * p  for  x  in  reversed ( k ))) print ( 0   if  s % 3   else  sum ( r [- 1 - i ]   -   2 *( not  p )   for  i , x  in  enumerate ( k [:- 1 ])   if  x  ==  p ))",kwd pln kwd pln pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln lit pun pln kwd pln kwd pln pun pln pun kwd pun lit pln kwd pln pun lit pln kwd pln pun pln pun lit pun pln pun pln pun pln lit pun kwd pln pun pln kwd pln pun pln kwd pln pun pln pun lit pun pln kwd pln pun pln pun,124 ms,12000 KB,21
59082070,2019-08-19 12:35:00,luogu_bot2,22C - System Administrator,Python 3,Accepted,12,123,"n ,  m ,  v  =  map ( int ,  input (). split ()) if  m  <  n  -   1   or   2   *  m  >  n  *   ( n  -   3 )   +   4 :  exit ( print (- 1 )) r  =  list ( range ( 1 ,  n  +   1 )) r . pop ( v  -   1 ) for  i  in  r :   print ( v ,  i ) r . pop () for  i  in  r : 	 for  j  in  r : 		 if  j  >  i : 			 if  n  >  m :  exit () 			 print ( i ,  j ) 			n  +=   1",pln pun pln pun pln pun pln pun pln pun pln pun pln pun kwd pln pun pln pun pln lit pln kwd pln lit pln pun pln pun pln pun pln pun pln pun pln lit pun pln pun pln lit pun pln pun kwd pun lit pun pln pun pln pun pln pun lit pun pln pun pln lit pun pln pun pln pun pln pun pln lit pun kwd pln kwd pln pun pln kwd pun pln pun pln pun pln pun pln pun kwd pln kwd pln pun pln kwd pln kwd pln pun pln kwd pln pun pln pun pln kwd pln pun pln pun pln pun pln kwd pun pln pun pln pun pln pun pln lit,467 ms,2600 KB,22
52743512,2019-04-14 13:26:00,teitoku,23C - Oranges and Apples,Python 3,Accepted,33,192,"t  =  int ( input ())     while  t : 	t  =  t - 1 	boxes  =   [] 	n  =  int ( input ()) 	num_box  =   ( 2 * n )- 1 	 for  i  in  range ( num_box ): 		pair  =  input (). split () 		apples  =  int ( pair [ 0 ]) 		oranges  =  int ( pair [ 1 ]) 		boxes . append (( apples ,  oranges ,  i + 1 ))   	 print ( ""YES"" ) 	boxes . sort ( reverse = True )   	orange_boxes  =  list ( zip (* boxes ))[ 1 ] 	total_oranges  =  sum ( orange_boxes )   	half_sum1  =  sum ( orange_boxes [:: 2 ]) 	half_sum2  =  sum ( orange_boxes [ 1 :: 2 ])   	index_list  =  list ( list ( zip (* boxes ))[ 2 ]) 	index_list1  =  index_list [:: 2 ] 	index_list2  =  index_list [ 1 :: 2 ] 	index_list2 . append ( index_list1 [ 0 ])   	 if  half_sum1  >=  half_sum2 : 		 print (* index_list1 ,  sep = ' ' )   	 else :   		 print (* index_list2 ,  sep = ' ' )",pln pun pln pun pln pun pln pln kwd pln pun pln pun pln pun lit pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun lit pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pun pln pun lit pun pln pln kwd pun str pun pln pun pln pun pln pun kwd pun pln pln pun pln pun pln pun pln pun lit pun pln pun pln pun pln pun pln pln pun pln pun pln pun lit pun pln pun pln pun pln pun lit pun lit pun pln pln pun pln pun pln pun pln pun pln pun lit pun pln pun pln pun lit pun pln pun pln pun lit pun lit pun pln pun pln pun pln pun lit pun pln pln kwd pln pun pln pun pln kwd pun pln pun pln pun str pun pln pln kwd pun pln pln kwd pun pln pun pln pun str pun,1824 ms,31500 KB,23
5629142,2014-01-06 23:26:00,serglag,24C - Sequence of points,Python 3,Accepted,19,119,"n ,  k  =  map ( int ,  input (). split ())   ax  =   [] ay  =   []   mx ,  my  =  map ( int ,  input (). split ())   for  i  in  range ( n ):     x ,  y  =  map ( int ,  input (). split ())     ax . append ( x )     ay . append ( y )   k  %=   2 * n   for  i  in  range ( k ):     mx  =   2 * ax [ i  %  n ]   -  mx     my  =   2 * ay [ i  %  n ]   -  my   print ( mx ,   "" "" ,  my )",pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pln pun pln lit pun pln pln kwd pln kwd pln pun pln pun pln pun pln lit pun pln pun pln pun pln pun pln pun pln pln pun pln lit pun pln pun pln pun pln pun pln pun pln pln kwd pun pln pun pln str pun pln pun,810 ms,5200 KB,24
